region,#,Building Name,City,Height (m),Height (ft),Floors,Completion,Material,Use,timestamp
Asia,105,United International Mansion,Chongqing (CN),287,942,67,2013,concrete,office,2019-01-18T02:39:17Z
Asia,106,HNA&POLY International Centre,Chongqing (CN),286.8,941,61,2013,concrete,office / hotel / retail,2019-01-18T02:39:17Z
Asia,107,Huaxun Center,Shenzhen (CN),286,938,70,2018,concrete,office,2019-01-18T02:39:17Z
Asia,108,Gama Tower,Jakarta (ID),285.5,937,64,2016,concrete,hotel / office,2019-01-18T02:39:17Z
Asia,109,Tomorrow Square,Shanghai (CN),284.6,934,60,2003,concrete,residential / hotel / office,2019-01-18T02:39:17Z
Asia,110,Three International Finance Center,Seoul (KR),284,932,55,2012,composite,office,2019-01-18T02:39:17Z
Asia,111,Greenland Zhengzhou Central Plaza South Tower,Zhengzhou (CN),283.9,931,63,2017,composite,office,2019-01-18T02:39:17Z
Asia,111,Zhengzhou Greenland Central Plaza North Tower,Zhengzhou (CN),283.9,931,63,2017,composite,office,2019-01-18T02:39:17Z
Asia,113,Chongqing World Trade Center,Chongqing (CN),283.1,929,60,2005,concrete,office,2019-01-18T02:39:17Z
Asia,114,Cheung Kong Centre,Hong Kong (CN),282.8,928,63,1999,steel,office,2019-01-18T02:39:17Z
Asia,115,GT Land Landmark Plaza South Tower,Guangzhou (CN),282.8,928,47,2016,composite,residential / hotel,2019-01-18T02:39:17Z
Asia,116,Suzhou RunHua Global Building A,Suzhou (CN),282,925,49,2010,composite,office,2019-01-18T02:39:17Z
Asia,117,Doosan Haeundae We've the Zenith Tower B,Busan (KR),281.5,924,75,2011,concrete,residential,2019-01-18T02:39:17Z
Asia,118,Lanzhou City Plaza Building 1,Lanzhou (CN),280.5,920,60,2018,composite,hotel / office,2019-01-18T02:39:17Z
Asia,119,United Overseas Bank Plaza One,Singapore (SG),280,919,66,1992,steel,office,2019-01-18T02:39:17Z
Asia,120,China Resources Center 2,Hefei (CN),280,919,65,2017,concrete,office / hotel,2019-01-18T02:39:17Z
Asia,121,Excellence Century Plaza Tower 1,Shenzhen (CN),280,919,60,2010,composite,office,2019-01-18T02:39:17Z
Asia,122,Zhengzhou Greenland Plaza,Zhengzhou (CN),280,919,56,2014,composite,hotel / office,2019-01-18T02:39:17Z
Asia,123,Bodi Center Tower C,Hangzhou (CN),279.7,918,57,2017,composite,office,2019-01-18T02:39:17Z
Asia,124,Treasury Tower,Jakarta (ID),279.5,917,57,2018,concrete,office,2019-01-18T02:39:17Z
Asia,125,Eton Place Dalian Tower 2,Dalian (CN),279.5,917,62,2015,composite,residential / office,2019-01-18T02:39:17Z
Asia,126,The Astaka Tower A,Johor Bahru (MY),278.8,915,73,2018,concrete,residential,2019-01-18T02:39:17Z
Asia,127,Hong Kong New World Tower,Shanghai (CN),278.3,913,59,2004,composite,hotel / office / retail,2019-01-18T02:39:17Z
Asia,128,Logan International Headquarters Tower 1,Nanning (CN),278,912,58,2018,steel/concrete,office,2019-01-18T02:39:17Z
Asia,129,Overseas Union Bank Centre,Singapore (SG),277.8,911,63,1986,steel,office,2019-01-18T02:39:17Z
Asia,130,Republic Plaza,Singapore (SG),276.3,906,66,1996,composite,office,2019-01-18T02:39:17Z
Asia,131,Diwang International Commerce Center,Nanning (CN),276,906,54,2006,concrete,hotel / office,2019-01-18T02:39:17Z
Asia,132,Tianyue Xinchen Tower 1,Wuhan (CN),275.3,903,43,2018,composite,office,2019-01-18T02:39:17Z
Asia,133,Riverside Century Plaza Main Tower,Wuhu (CN),275,902,66,2015,composite,hotel / office,2019-01-18T02:39:17Z
Asia,134,Ilham Tower,Kuala Lumpur (MY),274,899,58,2015,concrete,residential / office,2019-01-18T02:39:17Z
Asia,135,Victoria Dockside,Hong Kong (CN),273.5,897,66,2017,concrete,hotel / office,2019-01-18T02:39:17Z
Asia,136,Nantong Zhongnan International Plaza,Nantong (CN),273.3,897,53,2011,steel/concrete,residential / office,2019-01-18T02:39:17Z
Asia,137,Shenzhen Bay Ecocity B-Tech Tower 1,Shenzhen (CN),273,896,58,2018,composite,hotel / office,2019-01-18T02:39:17Z
Asia,138,NEO Tower A,Shenzhen (CN),273,896,56,2011,concrete,office,2019-01-18T02:39:17Z
Asia,138,Shimao International Center Office Tower,Fuzhou (CN),273,896,56,2013,composite,office,2019-01-18T02:39:17Z
Asia,140,Haeundae I Park Marina Tower 1,Busan (KR),272.9,895,66,2011,composite,residential,2019-01-18T02:39:17Z
Asia,141,Lotte Center Hanoi,Hanoi (VN),272,892,65,2014,composite,residential / office / hotel,2019-01-18T02:39:17Z
Asia,142,Central Financial Street Tower,Nanchang (CN),272,892,58,2018,concrete,office,2019-01-18T02:39:17Z
Asia,143,Taipei Nan Shan Plaza,Taipei (TW),272,892,48,2018,composite,office,2019-01-18T02:39:17Z
Asia,144,Shanghai Wheelock Square,Shanghai (CN),270.5,887,55,2010,concrete,office,2019-01-18T02:39:17Z
Asia,145,Ryomyong Street Apartment Building,Pyongyang (KP),270,886,82,2017,concrete,residential,2019-01-18T02:39:17Z
Asia,146,Tianhui Plaza C3,Guangzhou (CN),270,886,60,2016,composite,office,2019-01-18T02:39:17Z
Asia,147,Greenland Center Tower 1,Xi’an (CN),270,886,57,2016,composite,office,2019-01-18T02:39:17Z
Asia,147,Greenland Center Tower 2,Xi’an (CN),270,886,57,2018,composite,office,2019-01-18T02:39:17Z
Asia,149,Bohai Bank Tower,Tianjin (CN),270,886,55,2015,composite,office,2019-01-18T02:39:17Z
Asia,150,The Cullinan I,Hong Kong (CN),269.9,886,68,2008,concrete,residential,2019-01-18T02:39:17Z
Asia,150,The Cullinan II,Hong Kong (CN),269.9,886,68,2008,concrete,residential / hotel,2019-01-18T02:39:17Z
Asia,152,Huayuan Center Tower 7,Changsha (CN),269.7,885,54,2016,composite,office,2019-01-18T02:39:17Z
Asia,153,China International Center Tower B,Guangzhou (CN),269.5,884,62,2007,concrete,office,2019-01-18T02:39:17Z
Asia,154,Dapeng International Plaza,Guangzhou (CN),269.4,884,56,2007,composite,office,2019-01-18T02:39:17Z
Asia,155,One Lujiazui,Shanghai (CN),269.1,883,47,2008,concrete,office,2019-01-18T02:39:17Z
Asia,156,Tongde Kunming Plaza,Kunming (CN),269,883,54,2015,composite,hotel / office,2019-01-18T02:39:17Z
Asia,157,Victoria Square 1,Dalian (CN),268,879,68,2018,composite,office,2019-01-18T02:39:17Z
Asia,157,Victoria Square 2,Dalian (CN),268,879,68,2018,composite,office,2019-01-18T02:39:17Z
Asia,159,Suzhou Center,Suzhou (CN),268,879,52,2013,concrete,hotel / office,2019-01-18T02:39:17Z
Asia,160,Jiangxi Nanchang Greenland Zifeng Tower,Nanchang (CN),268,879,56,2015,composite,hotel / office,2019-01-18T02:39:17Z
Asia,161,Bank of Guangzhou Tower,Guangzhou (CN),267.8,878,57,2012,concrete,office,2019-01-18T02:39:17Z
Asia,162,Fortune Financial Center,Beijing (CN),267,876,60,2014,composite,office,2019-01-18T02:39:17Z
Asia,162,Petronas Tower 3,Kuala Lumpur (MY),267,876,60,2012,concrete,office,2019-01-18T02:39:17Z
Asia,164,Suning Plaza Tower A,Xuzhou (CN),266,873,62,2017,composite,hotel / serviced apartments / office,2019-01-18T02:39:17Z
Asia,165,Changzhou Modern Media Center,Changzhou (CN),265.1,870,58,2013,composite,residential / hotel / office,2019-01-18T02:39:17Z
Asia,166,Doosan Haeundae We've the Zenith Tower C,Busan (KR),265,869,70,2011,concrete,residential,2019-01-18T02:39:17Z
Asia,167,WBC The Palace 1,Busan (KR),265,869,51,2011,concrete,residential,2019-01-18T02:39:17Z
Asia,167,WBC The Palace 2,Busan (KR),265,869,51,2011,concrete,residential,2019-01-18T02:39:17Z
Asia,169,Hongren Fortune Center,Wuhan (CN),264.7,868,47,2016,composite,office,2019-01-18T02:39:17Z
Asia,170,PTJ International Finance Center,Wuhan (CN),264,866,56,2014,composite,hotel / office,2019-01-18T02:39:17Z
Asia,171,"Tower Palace Three, Tower G",Seoul (KR),263.7,865,73,2004,composite,residential,2019-01-18T02:39:17Z
Asia,172,Star Harbor International Centre East Tower,Shanghai (CN),263,863,50,2018,composite,hotel / office,2019-01-18T02:39:17Z
Asia,172,Star Harbor International Centre West Tower,Shanghai (CN),263,863,50,2018,composite,hotel / office,2019-01-18T02:39:17Z
Asia,174,Financial Street Heping Center,Tianjin (CN),263,863,47,2016,composite,office,2019-01-18T02:39:17Z
Asia,175,Bitexco Financial Tower,Ho Chi Minh City (VN),262.5,861,68,2010,concrete,office,2019-01-18T02:39:17Z
Asia,176,Ningbo Global Shipping Plaza,Ningbo (CN),262.4,861,52,2015,composite,office,2019-01-18T02:39:17Z
Asia,177,Oriental Plaza T1,Chongqing (CN),262,860,56,2016,concrete,hotel / office / retail,2019-01-18T02:39:17Z
Asia,178,Wisma 46,Jakarta (ID),261.9,859,46,1996,concrete,office,2019-01-18T02:39:17Z
Asia,179,Xinglin Bay Business Tower,Xiamen (CN),261.9,859,54,2016,composite,office,2019-01-18T02:39:17Z
Asia,180,66 Tower 1,Shanghai (CN),261.8,859,54,2005,concrete,office,2019-01-18T02:39:17Z
Asia,180,66 Tower 2,Shanghai (CN),261.8,859,54,2005,concrete,office,2019-01-18T02:39:17Z
Asia,182,Menara Astra,Jakarta (ID),261.5,858,50,2017,concrete,office,2019-01-18T02:39:17Z
Asia,183,East Pacific Center Tower B,Shenzhen (CN),261,856,72,2013,composite,residential,2019-01-18T02:39:17Z
Asia,184,Guangdong Telecom Plaza,Guangzhou (CN),260,853,68,2002,concrete,office,2019-01-18T02:39:17Z
Asia,185,Vanke Chang'an Center,Dongguan (CN),260,853,60,2017,steel/concrete,office,2019-01-18T02:39:17Z
Asia,186,SunnyWorld Center,Shenyang (CN),260,853,59,2014,concrete,hotel / office,2019-01-18T02:39:17Z
Asia,187,Jing An Kerry Centre Tower 2,Shanghai (CN),260,853,58,2013,composite,hotel / office,2019-01-18T02:39:17Z
Asia,188,Samsung China Headquarters,Beijing (CN),260,853,57,2018,composite,office,2019-01-18T02:39:17Z
Asia,189,Yuyang Tower,Fuzhou (CN),260,853,56,2014,composite,office,2019-01-18T02:39:17Z
Asia,190,Beijing Greenland Center,Beijing (CN),260,853,55,2016,composite,residential / office,2019-01-18T02:39:17Z
Asia,191,Shenzhen Special Zone Daily Tower,Shenzhen (CN),260,853,42,1998,concrete,office,2019-01-18T02:39:17Z
Asia,192,Shanghai IFC North Tower,Shanghai (CN),259.9,853,56,2010,composite,office,2019-01-18T02:39:17Z
Asia,193,Philippine Bank of Communications,Makati (PH),258.6,848,55,2000,steel/concrete,office,2019-01-18T02:39:17Z
Asia,194,Grand Hyatt Metrocenter,Taguig City (PH),258.5,848,66,2016,concrete,hotel / office,2019-01-18T02:39:17Z
Asia,195,The River South Tower,Bangkok (TH),258,846,74,2012,concrete,residential,2019-01-18T02:39:17Z
Asia,196,Lanko Grand Hyatt Hotel,Chongqing (CN),258,846,60,2005,concrete,hotel / retail,2019-01-18T02:39:17Z
Asia,197,Heilan Fortune Center,Wuxi (CN),258,846,59,2015,composite,office,2019-01-18T02:39:17Z
Asia,197,Sahid Sudirman Center,Jakarta (ID),258,846,59,2015,concrete,office,2019-01-18T02:39:17Z
Asia,199,Lanko Conference & Exhibition International Plaza Yage,Chongqing (CN),258,846,54,2010,concrete,office / retail,2019-01-18T02:39:17Z
Asia,200,The Metropolitan Office Tower,Tianjin (CN),258,846,53,2013,composite,office,2019-01-18T02:39:17Z
Asia,201,Zhe Jiang Fortune Financial Center - Tower 1,Hangzhou (CN),258,846,52,2011,composite,office,2019-01-18T02:39:17Z
Asia,202,Grand Parkray Hangzhou Hotel Tower 1,Hangzhou (CN),258,846,50,2013,composite,hotel,2019-01-18T02:39:17Z
Asia,203,Grand Lisboa,Macau (CN),258,846,48,2008,steel/concrete,hotel / casino,2019-01-18T02:39:17Z
Asia,204,Raffles City Hangzhou Tower 1,Hangzhou (CN),257.6,845,61,2017,concrete,SOHO / serviced apartments / office / retail,2019-01-18T02:39:17Z
Asia,205,Raffles City Hangzhou Tower 2,Hangzhou (CN),257.6,845,59,2017,composite,residential / hotel / office / retail,2019-01-18T02:39:17Z
Asia,206,The Masterpiece,Hong Kong (CN),257,843,64,2009,concrete,residential / hotel,2019-01-18T02:39:17Z
Asia,207,Sorrento 1,Hong Kong (CN),256.4,841,75,2003,concrete,residential,2019-01-18T02:39:17Z
Asia,208,Mokdong Hyperion Tower A,Seoul (KR),256,840,69,2003,concrete,residential,2019-01-18T02:39:17Z
Asia,209,The Imperial I,Mumbai (IN),256,840,60,2010,concrete,residential,2019-01-18T02:39:17Z
Asia,209,The Imperial II,Mumbai (IN),256,840,60,2010,concrete,residential,2019-01-18T02:39:17Z
Asia,211,Rinku Gate Tower,Izumisano (JP),256,840,56,1996,concrete/steel,hotel / office,2019-01-18T02:39:17Z
Asia,212,CITIC Ruibo Tower 1,Shanghai (CN),256,840,55,2017,composite,office,2019-01-18T02:39:17Z
Asia,212,Osaka World Trade Center,Osaka (JP),256,840,55,1995,steel,office,2019-01-18T02:39:17Z
Asia,214,Corporate Avenue 2,Chongqing (CN),255.8,839,47,2014,composite,office,2019-01-18T02:39:17Z
Asia,215,The Astaka Tower B,Johor Bahru (MY),255.6,839,67,2018,concrete,residential,2019-01-18T02:39:17Z
Asia,216,Toranomon Hills,Tokyo (JP),255.5,838,52,2014,steel,hotel / residential / office,2019-01-18T02:39:17Z
Asia,217,Capital Tower,Singapore (SG),255.4,838,52,2000,composite,office,2019-01-18T02:39:17Z
Asia,218,New Century Plaza Tower 1,Nanjing (CN),255.2,837,48,2006,concrete,office,2019-01-18T02:39:17Z
Asia,219,Langham Place Office Tower,Hong Kong (CN),255.1,837,59,2004,concrete,office,2019-01-18T02:39:17Z
Asia,220,Jumeirah Nanjing Hotel & Cultural Centre Tower 1,Nanjing (CN),255,837,61,2015,composite,hotel,2019-01-18T02:39:17Z
Asia,221,Wenzhou Zhixin Plaza,Wenzhou (CN),255,837,53,2016,concrete,hotel / office,2019-01-18T02:39:17Z
Asia,222,Shenzhen AVIC Plaza,Shenzhen (CN),254,833,52,2012,composite,office,2019-01-18T02:39:17Z
Asia,223,Wongtee Plaza,Shenzhen (CN),253.6,832,65,2016,composite,office,2019-01-18T02:39:17Z
Asia,224,Raffles Hotel,Jakarta (ID),253.3,831,52,2015,concrete,residential / hotel,2019-01-18T02:39:17Z
Asia,225,Chengjieyi Center,Huizhou (CN),253,830,54,2015,composite,residential / office,2019-01-18T02:39:17Z
Asia,226,Poly International Center,Liuzhou (CN),252.8,829,53,2018,concrete,hotel / office,2019-01-18T02:39:17Z
Asia,227,R&F International Business Center Phase 2,Guangzhou (CN),252.6,829,53,2016,composite,office,2019-01-18T02:39:17Z
Asia,228,Highcliff,Hong Kong (CN),252.3,828,73,2003,concrete,residential,2019-01-18T02:39:17Z
Asia,229,Golden Eagle Plaza,Suzhou (CN),252,827,55,2016,composite,multiple,2019-01-18T02:39:17Z
Asia,230,The Pakubuwono Signature,Jakarta (ID),252,827,50,2014,concrete,residential,2019-01-18T02:39:17Z
Asia,231,Bank of Shanghai Headquarters Building,Shanghai (CN),252,827,46,2005,composite,office,2019-01-18T02:39:17Z
Asia,232,The Harbourside,Hong Kong (CN),251.2,824,73,2003,concrete,residential,2019-01-18T02:39:17Z
Asia,233,Jiali Plaza,Wuhan (CN),251,823,57,1997,concrete,office,2019-01-18T02:39:17Z
Asia,234,5 Taian Dao,Tianjin (CN),250.8,823,45,2015,composite,office,2019-01-18T02:39:17Z
Asia,235,Trump Tower At Century City,Makati (PH),250.7,822,58,2017,concrete,residential,2019-01-18T02:39:17Z
Asia,236,Hunter Douglas International Plaza,Guiyang (CN),250.3,821,59,2015,composite,hotel / office,2019-01-18T02:39:17Z
Asia,237,Skysuites @ Anson Enggor Street,Singapore (SG),250,820,72,2014,concrete,residential,2019-01-18T02:39:17Z
Asia,238,Altez @  Enggor Street,Singapore (SG),250,820,62,2014,concrete,residential,2019-01-18T02:39:17Z
Asia,239,Excellence Century Plaza Tower 2,Shenzhen (CN),250,820,57,2010,composite,hotel / office,2019-01-18T02:39:17Z
Asia,240,Banghua World Trade Center,Guangzhou (CN),250,820,55,2017,composite,office / residential,2019-01-18T02:39:17Z
Asia,240,South China International Wharf Service Center,Guangzhou (CN),250,820,55,2018,composite,office,2019-01-18T02:39:17Z
Asia,242,HKRI Centre One,Shanghai (CN),250,820,51,2016,composite,office,2019-01-18T02:39:17Z
Asia,243,Fusheng Qianlong Plaza,Fuzhou (CN),250,820,50,2016,composite,office,2019-01-18T02:39:17Z
Asia,244,Center 66 Office 1,Wuxi (CN),250,820,44,2014,composite,office / retail,2019-01-18T02:39:17Z
Asia,245,Beijing Yintai Centre - Park Tower,Beijing (CN),250,820,63,2008,steel,residential / hotel,2019-01-18T02:39:17Z
Asia,246,Lianyungang Lu 66,Qingdao (CN),250,820,56,2018,composite,office,2019-01-18T02:39:17Z
Asia,247,Xiamen Shimao Straits Tower A,Xiamen (CN),249.9,820,59,2015,composite,residential / hotel / office,2019-01-18T02:39:17Z
Asia,248,Shanghai IFC South Tower,Shanghai (CN),249.9,820,48,2009,composite,hotel / office,2019-01-18T02:39:17Z
Asia,249,The Shang Salcedo,Makati (PH),249.8,820,67,2017,concrete,residential,2019-01-18T02:39:17Z
Asia,250,Haihang International Plaza Tower A,Haikou (CN),249.8,820,54,2014,composite,hotel / office,2019-01-18T02:39:17Z
Asia,251,KLI 63 Building,Seoul (KR),249.6,819,60,1985,steel,office,2019-01-18T02:39:17Z
Asia,252,Xinjiekou Department Store Phase 2,Nanjing (CN),249,817,60,2009,composite,office,2019-01-18T02:39:17Z
Asia,253,China Merchants Bank Tower,Shenzhen (CN),249,817,53,2001,steel,office,2019-01-18T02:39:17Z
Asia,253,Yunfu Tower,Wuxi (CN),249,817,53,2015,composite,office,2019-01-18T02:39:17Z
Asia,255,Shenzhen University Subway Station Tower,Shenzhen (CN),249,817,51,2017,composite,hotel / office,2019-01-18T02:39:17Z
Asia,256,One Museum Place,Shanghai (CN),248.9,816,54,2018,composite,office,2019-01-18T02:39:17Z
Asia,257,Yunda Central Plaza - St. Regis Hotel,Changsha (CN),248.8,816,63,2016,composite,hotel,2019-01-18T02:39:17Z
Asia,258,Hwaseong Dongtan Metapolis 101,Hwaseong (KR),248.7,816,66,2010,concrete,residential,2019-01-18T02:39:17Z
Asia,259,Ahuja Towers,Mumbai (IN),248.5,815,54,2015,steel/concrete,residential,2019-01-18T02:39:17Z
Asia,260,Poly Business Center Office Tower,Foshan (CN),248,814,55,2016,composite,office,2019-01-18T02:39:17Z
Asia,260,RunHua International Building,Wuxi (CN),248,814,55,2009,concrete,residential / hotel / office,2019-01-18T02:39:17Z
Asia,262,Hongdou International Plaza,Wuxi (CN),248,814,45,2009,concrete,residential / office,2019-01-18T02:39:17Z
Asia,263,Hangzhou Telecom Mansion,Hangzhou (CN),248,814,41,2003,concrete,office,2019-01-18T02:39:17Z
Asia,264,Midtown Tower,Tokyo (JP),247.9,813,54,2007,steel,hotel / office,2019-01-18T02:39:17Z
Asia,265,Artwin I,Incheon (KR),247.8,813,72,2015,concrete,residential / hotel,2019-01-18T02:39:17Z
Asia,265,Artwin II,Incheon (KR),247.8,813,72,2015,concrete,residential / hotel,2019-01-18T02:39:17Z
Asia,267,Hwaseong Dongtan Metapolis 104,Hwaseong (KR),247.4,812,66,2010,concrete,residential,2019-01-18T02:39:17Z
Asia,268,State Tower,Bangkok (TH),247.2,811,68,2001,concrete,residential / serviced apartments / hotel / office,2019-01-18T02:39:17Z
Asia,269,Jia Fa Centre,Chongqing (CN),247.2,811,52,2015,concrete,hotel / office / retail,2019-01-18T02:39:17Z
Asia,270,One Avighna Park,Mumbai (IN),247,810,61,2017,concrete,residential,2019-01-18T02:39:17Z
Asia,271,Chengdu International Finance Square Tower 1,Chengdu (CN),247,810,50,2014,composite,office,2019-01-18T02:39:17Z
Asia,271,Chengdu International Finance Square Tower 2,Chengdu (CN),247,810,50,2014,composite,office,2019-01-18T02:39:17Z
Asia,273,Midland Square,Nagoya (JP),247,810,48,2007,steel,office,2019-01-18T02:39:17Z
Asia,274,The-W 101,Busan (KR),246.4,808,69,2017,concrete,residential,2019-01-18T02:39:17Z
Asia,274,The-W 102,Busan (KR),246.4,808,69,2017,concrete,residential,2019-01-18T02:39:17Z
Asia,274,The-W 103,Busan (KR),246.4,808,69,2017,concrete,residential,2019-01-18T02:39:17Z
Asia,274,The-W 104,Busan (KR),246.4,808,69,2017,concrete,residential,2019-01-18T02:39:17Z
Asia,278,Ningbo Bank of China Headquarters,Ningbo (CN),246.2,808,50,2016,composite,office,2019-01-18T02:39:17Z
Asia,279,Shangbang Leasing Tower,Tianjin (CN),246,807,54,2016,composite,office,2019-01-18T02:39:17Z
Asia,280,Kaiyuan Finance Center,Shijiazhuang (CN),246,807,52,2012,composite,residential / hotel / office,2019-01-18T02:39:17Z
Asia,281,Shenzhen Stock Exchange,Shenzhen (CN),245.8,806,46,2013,composite,office,2019-01-18T02:39:17Z
Asia,282,Tencent Seafront Tower 1,Shenzhen (CN),245.8,806,50,2017,composite,office,2019-01-18T02:39:17Z
Asia,283,FKI Tower,Seoul (KR),245.5,805,50,2013,composite,office,2019-01-18T02:39:17Z
Asia,284,Forebase Financial Plaza,Chongqing (CN),245.3,805,54,2014,concrete,hotel / office,2019-01-18T02:39:17Z
Asia,285,Longemont Asia Pacific Center Tower A,Shenyang (CN),245.2,804,56,2013,concrete,office,2019-01-18T02:39:17Z
Asia,285,Longemont Asia Pacific Center Tower B,Shenyang (CN),245.2,804,56,2013,concrete,office,2019-01-18T02:39:17Z
Asia,287,The Sail @ Marina Bay,Singapore (SG),245,804,70,2008,concrete,residential,2019-01-18T02:39:17Z
Asia,288,Shenzhen Bay Ecocity B-Tech Tower 2,Shenzhen (CN),245,804,54,2018,composite,office,2019-01-18T02:39:17Z
Asia,289,JR Central Office Tower,Nagoya (JP),245,804,51,2000,composite,office,2019-01-18T02:39:17Z
Asia,290,Marina Bay Financial Centre Office Tower II,Singapore (SG),245,804,50,2010,concrete,office,2019-01-18T02:39:17Z
Asia,290,One Raffles Quay North Tower,Singapore (SG),245,804,50,2006,composite,office,2019-01-18T02:39:17Z
Asia,292,Sinarmas MSIG Tower,Jakarta (ID),245,804,48,2015,concrete,office,2019-01-18T02:39:17Z
Asia,293,Anhui New Broadcasting & TV Center,Hefei (CN),245,804,46,2013,composite,office,2019-01-18T02:39:17Z
Asia,294,Global Harbor North Tower,Shanghai (CN),245,804,45,2014,concrete,serviced apartments / office / retail,2019-01-18T02:39:17Z
Asia,294,Global Harbor South Tower,Shanghai (CN),245,804,45,2014,concrete,office / residential / hotel / retail,2019-01-18T02:39:17Z
Asia,296,Ocean Financial Centre,Singapore (SG),245,804,43,2011,concrete,office,2019-01-18T02:39:17Z
